"name","address","gmap_id","description","category","avg_rating","num_of_reviews","price","hours","MISC","state"
"Bread & Chocolate","Bread & Chocolate, 2301 M St NW, Washington, DC 20037, United States","0x89b7b7b67e6e16d5:0x81472b6036edd0ed","Baked goods, breakfast items, tartine sandwiches & more in a comfy European-style cafe atmosphere.","['Breakfast restaurant', 'Bakery', 'Brunch restaurant']","4.1","378","₩₩","[['Wednesday', '7AM–5PM'], ['Thursday', '7AM–5PM'], ['Friday', '7AM–5PM'], ['Saturday', '7AM–5PM'], ['Sunday', '7AM–5PM'], ['Monday', '7AM–5PM'], ['Tuesday', '7AM–5PM']]","{'Service options': ['Outdoor seating', 'Delivery', 'Takeaway', 'Dine-in'], 'Health and safety': ['Staff required to disinfect surfaces between visits'], 'Highlights': ['Great coffee', 'Great dessert', 'Great tea selection'], 'Popular for': ['Breakfast', 'Solo dining'], 'Accessibility': ['Wheelchair-accessible entrance'], 'Offerings': ['Coffee', 'Comfort food', 'Healthy options', 'Quick bite'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cosy'], 'Crowd': ['Groups', 'Tourists'], 'Payments': ['NFC mobile payments']}","Open ⋅ Closes 5PM"
"Little Bumper","","0x88408b8a2a86e595:0x8e717fd359f6f36","","['Baby store', 'Service establishment']","5.0","6","","[['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', '9AM–5PM'], ['Sunday', '9AM–5PM'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM']]","{'From the business': ['Identifies as women-led'], 'Service options': ['Delivery'], 'Health & safety': ['Appointment required', 'Staff wear masks', 'Staff required to disinfect surfaces between visits']}","Closed ⋅ Opens 9AM"
"Baan Thai","Baan Thai, 425 I St NW, Washington, DC 20001, United States","0x89b7b7ea8c893531:0xb7f1e2aa17f84be","Restaurant specializing in Northern Thai fare & sushi, plus cocktails, in a lounge setting.","['Restaurant']","4.5","673","₩₩","[['Tuesday', 'Closed'], ['Wednesday', 'Closed'], ['Thursday', 'Closed'], ['Friday', 'Closed'], ['Saturday', '11:45PM–12AM'], ['Sunday', 'Closed'], ['Monday', 'Closed']]","{'Service options': ['Delivery', 'Takeaway', 'Dine-in'], 'Accessibility': ['Wheelchair-accessible entrance'], 'Amenities': ['Gender-neutral toilets']}","Permanently closed"
"Escondido Powersports","","0x80dbf4dbf365ba19:0x76c76416e1aa8ca6","","['Distribution service', 'Service establishment']","1.7","137","","[['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM']]","","Closed ⋅ Opens 9AM Wed"
"Dolcezza Gelato & Coffee","Dolcezza Gelato & Coffee, 904 Palmer Alley NW, Washington, DC 20268, United States","0x89b7b793dead3ee1:0xa70e678d43800e83","Branch of gelati empire also serving sorbet, sundaes & nitro cold-brewed ice coffee in bright space.","['Coffee shop', 'Ice cream shop']","4.5","728","₩₩","[['Tuesday', '8AM–10PM'], ['Wednesday', '8AM–10PM'], ['Thursday', '8AM–10PM'], ['Friday', '8AM–11PM'], ['Saturday', '8AM–11PM'], ['Sunday', '8AM–10PM'], ['Monday', '8AM–10PM']]","{'Service options': ['Delivery', 'Takeaway', 'Dine-in'], 'Highlights': ['Fast service', 'Great coffee', 'Great dessert', 'Great tea selection'], 'Popular for': ['Breakfast', 'Solo dining'], 'Accessibility': ['Wheelchair-accessible entrance'], 'Offerings': ['Coffee', 'Quick bite'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids'], 'Atmosphere': ['Casual', 'Cosy'], 'Crowd': ['Tourists'], 'Payments': ['NFC mobile payments']}","Open ⋅ Closes 10PM"
"Icicle Tricycles","","0x54950a008e3ad2f3:0x52e16cdab20b9e71","","['Manufacturer', 'Service establishment']","4.9","8","","[['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5:30PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM']]","","Open ⋅ Closes 5PM"
"Wunderman DC","Wunderman DC, The Foundry Building, 1055 Thomas Jefferson St NW #200, Washington, DC 20007, United States","0x89b7b64b80bbbb57:0x345a32ac13465097","","['Marketing agency']","4.5","8","","","{'Accessibility': ['Wheelchair-accessible entrance']}",""
"The U.S. Capitol Visitor Center","The U.S. Capitol Visitor Center, First St NE, Washington, DC 20515, United States","0x89b7b82921a2cf17:0x26d6253237a49baf","Tourist center at the historic Capitol where visitors can learn about the iconic, domed building.","['Visitor center', 'Tourist attraction']","4.7","3076","","[['Tuesday', '8:30AM–4:30PM'], ['Wednesday', '8:30AM–4:30PM'], ['Thursday', '8:30AM–4:30PM'], ['Friday', '8:30AM–4:30PM'], ['Saturday', '8:30AM–4:30PM'], ['Sunday', 'Closed'], ['Monday', '8:30AM–4:30PM']]","{'Accessibility': ['Wheelchair-accessible entrance'], 'Amenities': ['Good for kids']}","Temporarily closed"
"DCity Smokehouse","DCity Smokehouse, 203 Florida Ave NW, Washington, DC 20001, United States","0x89b7b81da14538a7:0xddf8ddf331c23057","Hip BBQ spot serving sandwiches & combo platters plus veggie sides, beer, wine & bourbon drinks.","['Barbecue restaurant']","4.5","1222","₩₩","[['Tuesday', '11AM–11PM'], ['Wednesday', '11AM–11PM'], ['Thursday', '11AM–11PM'], ['Friday', '11AM–12AM'], ['Saturday', '11AM–12AM'], ['Sunday', '11AM–11PM'], ['Monday', '11AM–11PM']]","{'Service options': ['Outdoor seating', 'Delivery', 'Takeaway', 'Dine-in'], 'Health and safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['LGBTQ-friendly', 'Sport', 'Transgender safe space'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair-accessible entrance'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Comfort food', 'Happy-hour drinks', 'Late-night food', 'Quick bite', 'Spirits', 'Vegetarian options', 'Wine'], 'Dining options': ['Lunch', 'Dinner', 'Catering', 'Seating'], 'Amenities': ['Bar on site', 'Gender-neutral toilets', 'Good for kids', 'High chairs', 'Toilets', 'Wi-Fi'], 'Atmosphere': ['Casual', 'Cosy'], 'Crowd': ['Family friendly', 'Groups', 'Tourists', 'University students'], 'Payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']}","Open ⋅ Closes 11PM"
"JP Custom Leatherworks","","0x89c177b6f7d7a93d:0x8a8e47c8216c8b9b","","['Leather goods manufacturer']","2.6","138","","[['Tuesday', '9AM–3PM'], ['Wednesday', '9AM–3PM'], ['Thursday', '9AM–3PM'], ['Friday', '9AM–3PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '9AM–3PM']]","","Open ⋅ Closes 3PM"
"Albach North America","","0x89e3ba135f5c81b3:0xed75c37570382453","","['Machining manufacturer']","5.0","2","","","{'Accessibility': ['Wheelchair accessible entrance']}","Open now"
"La Casa De Roberta’s","La Casa De Roberta’s, 349 Ave Dona Felisa Rincon de San Juan PR, 00926","0x8c03681c967672f3:0x2bfe93cfccb0cd66","","['Food and drink']","4.6","17","","","{'Service options': ['Delivery'], 'Accessibility': ['Wheelchair accessible entrance']}",""
"Indestructible Shoes LLC","","0x54994750b0d2ad45:0xd73fac6586ce1df0","","['Shoe store']","4.8","98","","[['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours']]","","Open 24 hours"
"District Taco","District Taco, 656 Pennsylvania Ave. SE, Washington, DC 20003, United States","0x89b7b832380594e7:0xee2e118952c538f3","Small menu featuring Yucatán-style tacos, burritos & more from morning to night.","['Mexican restaurant', 'Breakfast restaurant', 'Caterer', 'Family restaurant', 'Takeout restaurant']","4.3","1188","₩","[['Tuesday', '9AM–10PM'], ['Wednesday', '9AM–10PM'], ['Thursday', '9AM–10PM'], ['Friday', '9AM–10PM'], ['Saturday', '10AM–10PM'], ['Sunday', '10AM–10PM'], ['Monday', '9AM–10PM']]","{'Service options': ['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeaway', 'Dine-in'], 'Health and safety': ['Mask required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Fast service', 'LGBTQ-friendly', 'Transgender safe space'], 'Popular for': ['Breakfast', 'Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair-accessible entrance', 'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'], 'Offerings': ['Alcohol', 'Beer', 'Coffee', 'Comfort food', 'Healthy options', ""Kids' menu"", 'Quick bite', 'Vegetarian options'], 'Dining options': ['Breakfast', 'Lunch', 'Dinner', 'Catering', 'Seating'], 'Amenities': ['Gender-neutral toilets', 'Good for kids', 'High chairs', 'Toilets', 'Wi-Fi'], 'Atmosphere': ['Casual'], 'Crowd': ['Family friendly', 'Groups', 'Tourists', 'University students'], 'Payments': ['Debit cards', 'Credit cards']}","Closed ⋅ Opens 9AM"
"WILD DAYS","WILD DAYS, 1201 K Street Northwest Rooftop, Washington, DC 20005, United States","0x89b7b79462cb323f:0x19c917025035925e","","['Restaurant']","4.4","128","","[['Tuesday', '5–10PM'], ['Wednesday', '5–10PM'], ['Thursday', '5–10PM'], ['Friday', '5PM–12AM'], ['Saturday', '5PM–12AM'], ['Sunday', 'Closed'], ['Monday', 'Closed']]","{'Service options': ['Takeaway', 'Dine-in', 'Delivery'], 'Highlights': ['Great cocktails', 'Great wine list'], 'Popular for': ['Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair-accessible entrance'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Small plates', 'Spirits', 'Wine'], 'Dining options': ['Dessert'], 'Amenities': ['Bar on site'], 'Crowd': ['Groups', 'Tourists'], 'Planning': ['Dinner reservations recommended', 'Accepts reservations']}","Closed ⋅ Opens 5PM"
"Miracle Theatre","Miracle Theatre, 535 8th St SE, Washington, DC 20003, United States","0x89b7b8332fc6eea3:0x9fcbf860427e0e49","Cinema showing second-run films & live performances in a former vaudeville theater.","['Movie theater']","4.6","165","","","{'Accessibility': ['Wheelchair-accessible entrance', 'Wheelchair-accessible toilet'], 'Offerings': ['Food'], 'Amenities': ['Good for kids']}",""
"GSHA Quality Services","","0x883cb115e3c9249d:0x4b35c84e4b4ee9d1","","['Business management consultant', 'Consultant']","5.0","3","","[['Tuesday', '8AM–5:30PM'], ['Wednesday', '8AM–5:30PM'], ['Thursday', '8AM–5:30PM'], ['Friday', '8:30AM–5:30PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed'], ['Monday', '8AM–5:30PM']]","{'From the business': ['Identifies as women-led'], 'Service options': ['Online appointments']}","Closed ⋅ Opens 8AM"
"Humboldt Seed Company","","0x54d155c364053477:0x6c1167f901c9a6cf","","['Agricultural service', 'Seed supplier']","4.9","13","","[['Monday', '9AM–5AM'], ['Tuesday', '9AM–5AM'], ['Wednesday', '9AM–5AM'], ['Thursday', '9AM–5AM'], ['Friday', '9AM–5AM'], ['Saturday', 'Closed'], ['Sunday', 'Closed']]","{'From the business': ['Identifies as women-led']}","Open ⋅ Closes 5AM Tue"
"Nordstrom Rack","Nordstrom Rack, 1201 S Hayes St, Arlington, VA 22202, United States","0x89b7b6df29ed2c27:0x3189c86fd607f998","","['Department store', ""Children's clothing store"", 'Clothing store', 'Cosmetics store', ""Men's clothing store"", 'Outlet store', 'Shoe store', ""Women's clothing store""]","4.3","489","","[['Monday', '10AM–9PM'], ['Tuesday', '10AM–9PM'], ['Wednesday', '10AM–9PM'], ['Thursday', '10AM–9PM'], ['Friday', '10AM–9PM'], ['Saturday', '10AM–9PM'], ['Sunday', '11AM–7PM']]","{'Service options': ['Delivery', 'In-store shopping'], 'Health and safety': ['Mask required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits'], 'Accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance', 'Wheelchair-accessible lift'], 'Planning': ['Quick visit'], 'Payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']}","Open ⋅ Closes 9PM"
"Safe And Sound Inspections","","0x88259ba5ba6c4c61:0x87d3e338f1670d30","","['Home inspector', 'Service establishment']","4.6","18","","[['Monday', '9AM–6PM'], ['Tuesday', '9AM–6PM'], ['Wednesday', '9AM–6PM'], ['Thursday', '9AM–6PM'], ['Friday', '9AM–6PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed']]","","Closed ⋅ Opens 9AM"
"Sixth & I","Sixth & I, 600 I St NW, Washington, DC 20001, United States","0x89b7b78dc083f147:0xc28a77d0da43cbe2","","['Synagogue', 'Concert hall', 'Historical place', 'Tourist attraction']","4.7","278","","","{'Accessibility': ['Wheelchair-accessible entrance']}",""
"The Little Beet","The Little Beet, 1212 18th St NW, Washington, DC 20036, United States","0x89b7b7b8883f11a7:0x3394da4e1292a167","Fast-casual chain offering vegetable-focused, gluten-free fare in woodsy digs with a farmhouse feel.","['Restaurant', 'Fast food restaurant', 'Health food restaurant']","4.2","138","₩₩","[['Monday', '11AM–9PM'], ['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM'], ['Friday', '11AM–9PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed']]","{'Service options': ['Delivery', 'Takeaway', 'Dine-in'], 'Accessibility': ['Wheelchair-accessible entrance'], 'Offerings': ['Comfort food', 'Organic dishes', 'Vegetarian options'], 'Dining options': ['Breakfast', 'Lunch', 'Dinner', 'Catering'], 'Amenities': ['Good for kids', 'Toilets'], 'Payments': ['Debit cards']}","Permanently closed"
"Ronald Reagan Building and International Trade Center","Ronald Reagan Building and International Trade Center, 1300 Pennsylvania Avenue NW, Washington, DC 20004, United States","0x89b7b799cd314b7f:0x2e78c9142e08889d","","['Conference center', 'Convention center', 'Event venue', 'Wedding venue']","4.4","2852","","[['Sunday', '8:30AM–4:30PM'], ['Monday', '8:30AM–4:30PM'], ['Tuesday', '8:30AM–4:30PM'], ['Wednesday', '8:30AM–4:30PM'], ['Thursday', '8:30AM–4:30PM'], ['Friday', '8:30AM–4:30PM'], ['Saturday', '8:30AM–4:30PM']]","{'Accessibility': ['Wheelchair-accessible entrance']}","Closed ⋅ Opens 8:30AM Mon"
"Constitution Gardens","Constitution Gardens, Constitution Ave. NW, Washington, DC 20024, United States","0x89b7b774c667c593:0xa7f8d48da5c2286f","Compact garden featuring a variety of relaxing spots, as well as a pond & island.","['Memorial park', 'Tourist attraction']","4.7","1536","","[['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours']]","{'Accessibility': ['Wheelchair-accessible entrance'], 'Amenities': ['Good for kids']}","Open 24 hours"
"Ben's Chili Bowl","Ben's Chili Bowl, 1001 H St NE, Washington, DC 20002, United States","0x89b7b83e729305bf:0x3a713b1eed63be55","Offshoot of the historic spot that's famous for its spicy hot dogs, chili-cheese fries & milkshakes.","['American restaurant']","4.1","1148","₩","[['Sunday', '11AM–7PM'], ['Monday', '11AM–7PM'], ['Tuesday', '11AM–7PM'], ['Wednesday', '11AM–7PM'], ['Thursday', '11AM–7PM'], ['Friday', '11AM–8PM'], ['Saturday', '11AM–8PM']]","{'From the business': ['Identifies as Black-owned', 'Identifies as women-led'], 'Service options': ['No-contact delivery', 'Delivery', 'Takeaway', 'Dine-in'], 'Health and safety': ['Mask required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Fast service', 'LGBTQ-friendly', 'Transgender safe space'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair-accessible entrance', 'Wheelchair-accessible seating', 'Wheelchair-accessible toilet', 'Wheelchair-accessible car park'], 'Offerings': ['Coffee', 'Comfort food', ""Kids' menu"", 'Late-night food', 'Quick bite', 'Small plates'], 'Dining options': ['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], 'Amenities': ['Gender-neutral toilets', 'Good for kids', 'High chairs', 'Toilets', 'Wi-Fi'], 'Atmosphere': ['Casual', 'Cosy', 'Historic'], 'Crowd': ['Family friendly', 'Groups', 'Tourists', 'University students'], 'Payments': ['Debit cards', 'Credit cards']}","Closed ⋅ Opens 11AM Mon"
"Oh Baby Bundles","","0x872b6f79f0c1ed9d:0x60bb28719aea7f7f","","['Baby store']","5.0","1","","","",""
"FABTECH Expo","","0x8808b918fe7eace5:0xb3bd43836411f7f","","['Event management company', 'Service establishment']","4.3","6","","[['Sunday', 'Closed'], ['Monday', '8AM–5PM'], ['Tuesday', '8AM–5PM'], ['Wednesday', '8AM–5PM'], ['Thursday', '8AM–5PM'], ['Friday', '8AM–5PM'], ['Saturday', 'Closed']]","{'Service options': ['Online appointments']}","Closed ⋅ Opens 8AM Mon"
"Whole Foods Market","Whole Foods Market, 600 H St NE, Washington, DC 20002, United States","0x89b7b83d3a1f0d21:0xd760157a5ea8fa9a","Eco-minded chain with natural & organic grocery items, housewares & other products (most sell wine).","['Grocery store', 'Health food store', 'Natural goods store', 'Supermarket']","4.4","827","₩₩₩","[['Sunday', '7AM–10PM'], ['Monday', '7AM–10PM'], ['Tuesday', '7AM–10PM'], ['Wednesday', '7AM–10PM'], ['Thursday', '7AM–10PM'], ['Friday', '7AM–10PM'], ['Saturday', '7AM–10PM']]","{'Service options': ['Curbside pickup', 'No-contact delivery', 'Delivery', 'In-store pick-up', 'In-store shopping', 'Same-day delivery'], 'Health and safety': ['Mask required', 'Staff wear masks', 'Staff required to disinfect surfaces between visits', 'Safety dividers at checkout'], 'Highlights': ['Great produce'], 'Accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance', 'Wheelchair-accessible lift'], 'Planning': ['Quick visit'], 'Payments': ['NFC mobile payments']}","Open ⋅ Closes 10PM"
"Bukom Cafe","Bukom Cafe, 2442 18th St NW, Washington, DC 20009, United States","0x89b7b7da301dbebf:0x90402e8592053e0a","A longtime spot (since 1992) offering West African fare & live music in a casual, bi-level setting.","['West African restaurant', 'African restaurant', 'Bar', 'Live music bar', 'Restaurant']","4.1","603","₩","[['Sunday', '3–10PM'], ['Monday', 'Closed'], ['Tuesday', '3–10PM'], ['Wednesday', '3–10PM'], ['Thursday', '3–10PM'], ['Friday', '3–10PM'], ['Saturday', '3–10PM']]","{'From the business': ['Identifies as Black-owned'], 'Service options': ['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeaway', 'Dine-in'], 'Highlights': ['LGBTQ-friendly', 'Live music', 'Sport', 'Transgender safe space'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair-accessible entrance', 'Wheelchair-accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Halal food', 'Happy-hour food', 'Healthy options', 'Late-night food', 'Quick bite', 'Small plates', 'Spirits', 'Vegetarian options'], 'Dining options': ['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], 'Amenities': ['Bar on site', 'High chairs', 'Toilets'], 'Atmosphere': ['Casual', 'Cosy', 'Historic'], 'Crowd': ['Family friendly', 'Groups', 'Tourists', 'University students'], 'Planning': ['Accepts reservations']}","Open ⋅ Closes 10PM"
"Local SEO","","0x89b7c73ea6e7e4e3:0xc7fc1802b093c0e","","['Internet marketing service', 'Advertising agency', 'Marketing agency', 'Marketing consultant', 'Website designer']","5.0","13","","[['Sunday', '7AM–12PM'], ['Monday', '7AM–7PM'], ['Tuesday', '7AM–7PM'], ['Wednesday', '7AM–7PM'], ['Thursday', '7AM–7PM'], ['Friday', '7AM–7:30PM'], ['Saturday', '7AM–7PM']]","{'Service options': ['Online appointments']}","Closed ⋅ Opens 7AM Mon"
